xml.source;xml.value;json.source;json.value;commentaire
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;13;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;14;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;15;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;16;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;17;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;18;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;19;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;20;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;21;/enveloppe/local_non_chauffe/baie/materiau;metal;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;12;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;true;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;13;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;true;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;14;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;true;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;15;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;true;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;16;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;true;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;17;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;false;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;18;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;false;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;19;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;false;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;20;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;false;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;21;/enveloppe/local_non_chauffe/baie/presence_rupteur_pont_thermique;false;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;1;/enveloppe/local_non_chauffe/baie/type_vitrage;polycarbonate;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;2;/enveloppe/local_non_chauffe/baie/type_vitrage;simple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;3;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;4;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage_fe;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;5;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;6;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage_fe;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;7;/enveloppe/local_non_chauffe/baie/type_vitrage;simple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;8;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;9;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage_fe;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;10;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;11;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage_fe;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;12;/enveloppe/local_non_chauffe/baie/type_vitrage;simple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;13;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;14;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage_fe;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;15;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;16;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage_fe;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;17;/enveloppe/local_non_chauffe/baie/type_vitrage;simple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;18;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;19;/enveloppe/local_non_chauffe/baie/type_vitrage;double_vitrage_fe;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;20;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage;
logement/enveloppe/ets_collection/ets/donnee_entree/tv_coef_transparence_ets;21;/enveloppe/local_non_chauffe/baie/type_vitrage;triple_vitrage_fe;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_orientation_id;1;/enveloppe/local_non_chauffe/baie/orientation;180;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_orientation_id;2;/enveloppe/local_non_chauffe/baie/orientation;0;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_orientation_id;3;/enveloppe/local_non_chauffe/baie/orientation;90;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_orientation_id;4;/enveloppe/local_non_chauffe/baie/orientation;270;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_orientation_id;5;/enveloppe/local_non_chauffe/baie/orientation;;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_inclinaison_vitrage_id;1;/enveloppe/local_non_chauffe/baie/inclinaison;12.5;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_inclinaison_vitrage_id;2;/enveloppe/local_non_chauffe/baie/inclinaison;50;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_inclinaison_vitrage_id;3;/enveloppe/local_non_chauffe/baie/inclinaison;90;
logement/enveloppe/ets_collection/ets/baie_ets_collection/baie_ets/donnee_entree/enum_inclinaison_vitrage_id;4;/enveloppe/local_non_chauffe/baie/inclinaison;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;1;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;2;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;3;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;4;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;5;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;6;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;7;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;8;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;9;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;10;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;11;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;12;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;1;/enveloppe/masque/profondeur;0.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;2;/enveloppe/masque/profondeur;1.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;3;/enveloppe/masque/profondeur;2.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;4;/enveloppe/masque/profondeur;3.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;5;/enveloppe/masque/profondeur;0.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;6;/enveloppe/masque/profondeur;1.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;7;/enveloppe/masque/profondeur;2.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;8;/enveloppe/masque/profondeur;3.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;9;/enveloppe/masque/profondeur;0.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;10;/enveloppe/masque/profondeur;1.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;11;/enveloppe/masque/profondeur;2.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;12;/enveloppe/masque/profondeur;3.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;13;/enveloppe/masque/profondeur;0.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;14;/enveloppe/masque/profondeur;1.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;15;/enveloppe/masque/profondeur;2.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;16;/enveloppe/masque/profondeur;3.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;1;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;2;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;3;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;4;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;5;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;6;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;7;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;8;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;9;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;10;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;11;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;12;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;13;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;14;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;15;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;16;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;17;/enveloppe/masque/hauteur;7.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;18;/enveloppe/masque/hauteur;22.5;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;19;/enveloppe/masque/hauteur;45;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;20;/enveloppe/masque/hauteur;60;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;1;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;2;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;3;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;4;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;5;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;6;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;7;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;8;/enveloppe/masque/orientation;0;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;9;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;10;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;11;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;12;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;13;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;14;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;15;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;16;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;17;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;18;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;19;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;20;/enveloppe/masque/orientation;90;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;1;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;2;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;3;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;4;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;5;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;6;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;7;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;8;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;9;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;10;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;11;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;12;/enveloppe/masque/configuration;fond_balcon_ou_fond_et_flanc_loggias;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;13;/enveloppe/masque/configuration;balcon_ou_auvent;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;14;/enveloppe/masque/configuration;balcon_ou_auvent;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;15;/enveloppe/masque/configuration;balcon_ou_auvent;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;16;/enveloppe/masque/configuration;balcon_ou_auvent;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;17;/enveloppe/masque/configuration;paroi_laterale_sans_obstacle_au_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_proche_id;18;/enveloppe/masque/configuration;paroi_laterale_avec_obstacle_au_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;1;/enveloppe/masque/orientation;nord;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;2;/enveloppe/masque/orientation;nord;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;3;/enveloppe/masque/orientation;nord;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;4;/enveloppe/masque/orientation;nord;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;5;/enveloppe/masque/orientation;sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;6;/enveloppe/masque/orientation;sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;7;/enveloppe/masque/orientation;sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;8;/enveloppe/masque/orientation;sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;9;/enveloppe/masque/orientation;est;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;10;/enveloppe/masque/orientation;est;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;11;/enveloppe/masque/orientation;est;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/tv_coef_masque_lointain_homogene_id;12;/enveloppe/masque/orientation;est;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;1;/enveloppe/masque/secteur;lateral;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;2;/enveloppe/masque/secteur;lateral;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;3;/enveloppe/masque/secteur;lateral;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;4;/enveloppe/masque/secteur;lateral;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;5;/enveloppe/masque/secteur;central;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;6;/enveloppe/masque/secteur;central;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;7;/enveloppe/masque/secteur;central;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;8;/enveloppe/masque/secteur;central;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;9;/enveloppe/masque/secteur;lateral_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;10;/enveloppe/masque/secteur;lateral_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;11;/enveloppe/masque/secteur;lateral_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;12;/enveloppe/masque/secteur;lateral_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;13;/enveloppe/masque/secteur;central_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;14;/enveloppe/masque/secteur;central_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;15;/enveloppe/masque/secteur;central_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;16;/enveloppe/masque/secteur;central_sud;
logement/enveloppe/baie_vitree_collection/baie_vitree/donnee_entree/masque_lointain_non_homogene_collection/masque_lointain_non_homogene/tv_coef_masque_lointain_non_homogene_id;17;/enveloppe/masque/secteur;lateral;
